Disease,Description,Total_Symptoms,All_Symptoms,Symptom_1,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Average_Symptom_Weight,Max_Symptom_Weight,Min_Symptom_Weight,Symptom_10_Weight,Symptom_11_Weight,Symptom_12_Weight,Symptom_13_Weight,Symptom_14_Weight,Symptom_15_Weight,Symptom_16_Weight,Symptom_17_Weight,Symptom_1_Weight,Symptom_2_Weight,Symptom_3_Weight,Symptom_4_Weight,Symptom_5_Weight,Symptom_6_Weight,Symptom_7_Weight,Symptom_8_Weight,Symptom_9_Weight,Total_Symptom_Weight,Average_Symptom_Weight,Max_Symptom_Weight,Min_Symptom_Weight,Total_Symptom_Weight,Weight_Std,All_Precautions,Precaution_1,Precaution_2,Precaution_3,Precaution_4
Drug Reaction,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,4,"itching, skin_rash, stomach_pain, burning_micturition",itching,,,,,,,,,skin_rash,stomach_pain,burning_micturition,,,,,,3.75,6.0,1.0,,,,,,,,,1,3.0,5.0,6.0,,,,,,15.0,3.75,6.0,1.0,15.0,2.217355782608345,"stop irritation, consult nearest hospital, stop taking drug, follow up",stop irritation,consult nearest hospital,stop taking drug,follow up
Drug Reaction,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,4,"skin_rash, stomach_pain, burning_micturition, spotting_ urination",skin_rash,,,,,,,,,stomach_pain,burning_micturition,spotting_ urination,,,,,,4.666666666666667,6.0,3.0,,,,,,,,,3,5.0,6.0,,,,,,,14.0,4.666666666666667,6.0,3.0,14.0,1.5275252316519465,"stop irritation, consult nearest hospital, stop taking drug, follow up",stop irritation,consult nearest hospital,stop taking drug,follow up
Drug Reaction,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,4,"itching, stomach_pain, burning_micturition, spotting_ urination",itching,,,,,,,,,stomach_pain,burning_micturition,spotting_ urination,,,,,,4.0,6.0,1.0,,,,,,,,,1,5.0,6.0,,,,,,,12.0,4.0,6.0,1.0,12.0,2.6457513110645907,"stop irritation, consult nearest hospital, stop taking drug, follow up",stop irritation,consult nearest hospital,stop taking drug,follow up
Drug Reaction,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,4,"itching, skin_rash, burning_micturition, spotting_ urination",itching,,,,,,,,,skin_rash,burning_micturition,spotting_ urination,,,,,,3.3333333333333335,6.0,1.0,,,,,,,,,1,3.0,6.0,,,,,,,10.0,3.3333333333333335,6.0,1.0,10.0,2.5166114784235836,"stop irritation, consult nearest hospital, stop taking drug, follow up",stop irritation,consult nearest hospital,stop taking drug,follow up
Drug Reaction,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,4,"itching, skin_rash, stomach_pain, spotting_ urination",itching,,,,,,,,,skin_rash,stomach_pain,spotting_ urination,,,,,,3.0,5.0,1.0,,,,,,,,,1,3.0,5.0,,,,,,,9.0,3.0,5.0,1.0,9.0,2.0,"stop irritation, consult nearest hospital, stop taking drug, follow up",stop irritation,consult nearest hospital,stop taking drug,follow up
Drug Reaction,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,4,"itching, skin_rash, stomach_pain, burning_micturition",itching,,,,,,,,,skin_rash,stomach_pain,burning_micturition,,,,,,3.75,6.0,1.0,,,,,,,,,1,3.0,5.0,6.0,,,,,,15.0,3.75,6.0,1.0,15.0,2.217355782608345,"stop irritation, consult nearest hospital, stop taking drug, follow up",stop irritation,consult nearest hospital,stop taking drug,follow up
Peptic ulcer diseae,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",5,"vomiting, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching",vomiting,,,,,,,,,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,,,,,4.4,5.0,4.0,,,,,,,,,5,4.0,4.0,5.0,4.0,,,,,22.0,4.4,5.0,4.0,22.0,0.5477225575051662,"avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
Peptic ulcer diseae,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",5,"vomiting, indigestion, abdominal_pain, passage_of_gases, internal_itching",vomiting,,,,,,,,,indigestion,abdominal_pain,passage_of_gases,internal_itching,,,,,4.6,5.0,4.0,,,,,,,,,5,5.0,4.0,5.0,4.0,,,,,23.0,4.6,5.0,4.0,23.0,0.5477225575051662,"avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
Peptic ulcer diseae,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",5,"indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching",indigestion,,,,,,,,,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,,,,,4.4,5.0,4.0,,,,,,,,,5,4.0,4.0,5.0,4.0,,,,,22.0,4.4,5.0,4.0,22.0,0.5477225575051662,"avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
Peptic ulcer diseae,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",5,"vomiting, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching",vomiting,,,,,,,,,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,,,,,4.4,5.0,4.0,,,,,,,,,5,4.0,4.0,5.0,4.0,,,,,22.0,4.4,5.0,4.0,22.0,0.5477225575051662,"avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
Peptic ulcer diseae,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",5,"vomiting, indigestion, abdominal_pain, passage_of_gases, internal_itching",vomiting,,,,,,,,,indigestion,abdominal_pain,passage_of_gases,internal_itching,,,,,4.6,5.0,4.0,,,,,,,,,5,5.0,4.0,5.0,4.0,,,,,23.0,4.6,5.0,4.0,23.0,0.5477225575051662,"avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
Peptic ulcer diseae,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",5,"vomiting, indigestion, loss_of_appetite, passage_of_gases, internal_itching",vomiting,,,,,,,,,indigestion,loss_of_appetite,passage_of_gases,internal_itching,,,,,4.6,5.0,4.0,,,,,,,,,5,5.0,4.0,5.0,4.0,,,,,23.0,4.6,5.0,4.0,23.0,0.5477225575051662,"avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
Peptic ulcer diseae,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",5,"vomiting, indigestion, loss_of_appetite, abdominal_pain, internal_itching",vomiting,,,,,,,,,indigestion,loss_of_appetite,abdominal_pain,internal_itching,,,,,4.4,5.0,4.0,,,,,,,,,5,5.0,4.0,4.0,4.0,,,,,22.0,4.4,5.0,4.0,22.0,0.5477225575051662,"avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
Peptic ulcer diseae,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",5,"vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases",vomiting,,,,,,,,,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,,,,,4.6,5.0,4.0,,,,,,,,,5,5.0,4.0,4.0,5.0,,,,,23.0,4.6,5.0,4.0,23.0,0.5477225575051662,"avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
Peptic ulcer diseae,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",6,"vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching",vomiting,,,,,,,,,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,,,,4.5,5.0,4.0,,,,,,,,,5,5.0,4.0,4.0,5.0,4.0,,,,27.0,4.5,5.0,4.0,27.0,0.5477225575051661,"avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
Peptic ulcer diseae,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",6,"vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching",vomiting,,,,,,,,,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,,,,4.5,5.0,4.0,,,,,,,,,5,5.0,4.0,4.0,5.0,4.0,,,,27.0,4.5,5.0,4.0,27.0,0.5477225575051661,"avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
AIDS,"Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.",4,"muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts",muscle_wasting,,,,,,,,,patches_in_throat,high_fever,extra_marital_contacts,,,,,,5.25,7.0,3.0,,,,,,,,,3,6.0,7.0,5.0,,,,,,21.0,5.25,7.0,3.0,21.0,1.707825127659933,"avoid open cuts, wear ppe if possible, consult doctor, follow up",avoid open cuts,wear ppe if possible,consult doctor,follow up
AIDS,"Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.",3,"patches_in_throat, high_fever, extra_marital_contacts",patches_in_throat,,,,,,,,,high_fever,extra_marital_contacts,,,,,,,6.0,7.0,5.0,,,,,,,,,6,7.0,5.0,,,,,,,18.0,6.0,7.0,5.0,18.0,1.0,"avoid open cuts, wear ppe if possible, consult doctor, follow up",avoid open cuts,wear ppe if possible,consult doctor,follow up
AIDS,"Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.",3,"muscle_wasting, high_fever, extra_marital_contacts",muscle_wasting,,,,,,,,,high_fever,extra_marital_contacts,,,,,,,5.0,7.0,3.0,,,,,,,,,3,7.0,5.0,,,,,,,15.0,5.0,7.0,3.0,15.0,2.0,"avoid open cuts, wear ppe if possible, consult doctor, follow up",avoid open cuts,wear ppe if possible,consult doctor,follow up
AIDS,"Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.",3,"muscle_wasting, patches_in_throat, extra_marital_contacts",muscle_wasting,,,,,,,,,patches_in_throat,extra_marital_contacts,,,,,,,4.666666666666667,6.0,3.0,,,,,,,,,3,6.0,5.0,,,,,,,14.0,4.666666666666667,6.0,3.0,14.0,1.5275252316519465,"avoid open cuts, wear ppe if possible, consult doctor, follow up",avoid open cuts,wear ppe if possible,consult doctor,follow up
AIDS,"Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.",3,"muscle_wasting, patches_in_throat, high_fever",muscle_wasting,,,,,,,,,patches_in_throat,high_fever,,,,,,,5.333333333333333,7.0,3.0,,,,,,,,,3,6.0,7.0,,,,,,,16.0,5.333333333333333,7.0,3.0,16.0,2.0816659994661326,"avoid open cuts, wear ppe if possible, consult doctor, follow up",avoid open cuts,wear ppe if possible,consult doctor,follow up
AIDS,"Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.",4,"muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts",muscle_wasting,,,,,,,,,patches_in_throat,high_fever,extra_marital_contacts,,,,,,5.25,7.0,3.0,,,,,,,,,3,6.0,7.0,5.0,,,,,,21.0,5.25,7.0,3.0,21.0,1.707825127659933,"avoid open cuts, wear ppe if possible, consult doctor, follow up",avoid open cuts,wear ppe if possible,consult doctor,follow up
AIDS,"Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.",4,"muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts",muscle_wasting,,,,,,,,,patches_in_throat,high_fever,extra_marital_contacts,,,,,,5.25,7.0,3.0,,,,,,,,,3,6.0,7.0,5.0,,,,,,21.0,5.25,7.0,3.0,21.0,1.707825127659933,"avoid open cuts, wear ppe if possible, consult doctor, follow up",avoid open cuts,wear ppe if possible,consult doctor,follow up
AIDS,"Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.",3,"patches_in_throat, high_fever, extra_marital_contacts",patches_in_throat,,,,,,,,,high_fever,extra_marital_contacts,,,,,,,6.0,7.0,5.0,,,,,,,,,6,7.0,5.0,,,,,,,18.0,6.0,7.0,5.0,18.0,1.0,"avoid open cuts, wear ppe if possible, consult doctor, follow up",avoid open cuts,wear ppe if possible,consult doctor,follow up
AIDS,"Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.",3,"muscle_wasting, high_fever, extra_marital_contacts",muscle_wasting,,,,,,,,,high_fever,extra_marital_contacts,,,,,,,5.0,7.0,3.0,,,,,,,,,3,7.0,5.0,,,,,,,15.0,5.0,7.0,3.0,15.0,2.0,"avoid open cuts, wear ppe if possible, consult doctor, follow up",avoid open cuts,wear ppe if possible,consult doctor,follow up
